1.007707299787358179e-03,-2.175872608079376103e-01,-3.505787857311599698e-01,-3.332410524450744593e-01,-3.332410524450744593e-01,-3.332410524450744593e-01,-3.332410524450744593e-01,-3.332410524450744593e-01,-3.170660583510512831e-01,-2.941730155917788858e-01,-3.176732665957949231e-01,-3.576327368296715603e-01,-3.749704701157570153e-01,-3.453593786912353969e-01,-3.000771468225843508e-01,-2.966276872194660852e-01,-3.566767068273092312e-01,-4.001889912591543030e-01,-3.994784284195606050e-01,-3.513668645168910309e-01,-3.028031242617529317e-01,-2.526761457595085303e-01,-2.933203401842664482e-01,-3.294427710843372825e-01,-3.286934502716749029e-01,-3.389772324592487673e-01,-3.332410524450744593e-01,-3.170660583510512831e-01,-2.712799728325065440e-01,-2.761376387904559415e-01,5.206487715568197672e-03,-5.532054689345617948e-01
5.342011428065203127e-01,1.456912207654147695e-01,1.363247106071345249e-01,1.421254872430900984e-01,1.421254872430900984e-01,1.421254872430900984e-01,1.421254872430900984e-01,1.544246840302386792e-01,1.539854270021262239e-01,1.648118208126624906e-01,1.524221887550201715e-01,1.588560122844319411e-01,1.592306726907631309e-01,1.648376594613749913e-01,1.560783575478385254e-01,1.018301145759508974e-01,-1.591660760689808662e-02,-5.694838176234345850e-02,5.426116229624855514e-04,-1.825242145050791354e-01,-1.036904972832505267e-01,-3.888716631230798582e-02,8.604270021261534174e-02,1.192841217812427024e-01,1.483267629340894456e-01,1.481846503661706504e-01,1.615044737774628536e-01,1.712456443420742602e-01,1.525126240255139098e-01,1.565176145759509807e-01,1.681837644696434486e-01,-3.668958923931018301e-01
1.622925525631939425e-01,-4.067390887077722561e-01,-2.825585429955114192e-01,-2.663835489014882985e-01,-2.663835489014882985e-01,-2.663835489014882985e-01,-2.663835489014882985e-01,-2.782434886605243962e-01,-3.026868503425466095e-01,-2.909690231514291958e-01,-2.904005728797542929e-01,-2.967956384360972977e-01,-3.035136871013465187e-01,-2.913695222064729418e-01,-3.024284638554216587e-01,-2.826618975903614217e-01,-3.306701068981808822e-01,-3.879414717694306125e-01,-2.157656360737066348e-01,-6.156445635483107637e-01,-5.430379606661942526e-01,-4.639846149303094025e-01,-2.444723747932907310e-01,-2.422760896527285102e-01,-2.418885099220410284e-01,-3.166009626742262162e-01,-2.842509744861799748e-01,-2.909690231514291958e-01,-2.848194247578549332e-01,-2.824681077250176253e-01,-2.755433498700684547e-01,-6.595831856839120544e-01
1.930276252067091580e-01,-4.259501240255138543e-01,-3.416902905740609175e-01,-3.057616495393337686e-01,-3.057616495393337686e-01,-3.057616495393337686e-01,-3.001546627687219360e-01,-3.065497283250649407e-01,-3.360316265060240837e-01,-3.360316265060240837e-01,-3.360316265060240837e-01,-3.360316265060240837e-01,-3.709654795653201109e-01,-3.469742942357665338e-01,-3.659786203638080715e-01,-4.383914333805811747e-01,-4.832860855185447391e-01,-4.874202693125441743e-01,-4.181985294117647189e-01,-8.586312160406328609e-01,-1.052601951925348445e+00,-6.195591188282542072e-01,-4.304460489014883540e-01,-2.402994330262225031e-01,-3.170014617292700176e-01,-3.198566324120009075e-01,-3.198566324120009075e-01,-3.360316265060240837e-01,-3.238357843137254499e-01,-3.059037621072525082e-01,-3.084747076541458632e-01,-6.876697968343963296e-01
1.498124852350578295e-01,-4.826788772738010436e-01,-4.156275838648711973e-01,-3.631234496810771817e-01,-3.099991879281832619e-01,-2.998187603354594000e-01,-3.116528614457830804e-01,-3.059037621072525082e-01,-3.059037621072525082e-01,-3.059037621072525082e-01,-3.270785347271438770e-01,-3.393260542168675120e-01,-3.739886014646822687e-01,-3.058908427828962440e-01,-2.519785022442712075e-01,-3.872438282541931232e-01,-5.140469968107724830e-01,-5.991595056697377464e-01,-6.866879281833214721e-01,-8.207388377037561078e-01,-1.527593831207181729e+00,-6.512760601228443358e-01,-6.363413211670210234e-01,-9.099080144105833878e-02,-7.000981868651073858e-02,-2.537096917080085001e-01,-3.059037621072525082e-01,-3.059037621072525082e-01,-3.059037621072525082e-01,-3.059037621072525082e-01,-3.027126889912590268e-01,-6.408243267186392034e-01
1.723825448854239550e-01,-4.217125856366643610e-01,-3.448684443656979681e-01,-3.606946167021024552e-01,-3.347784520434680111e-01,-3.224017393101819007e-01,-3.048185388613276481e-01,-3.059037621072525082e-01,-3.059037621072525082e-01,-3.287968048665248499e-01,-2.663577102527757701e-01,-4.255367056461137887e-01,-5.380123434916134206e-01,-3.347526133947554827e-01,-2.515392452161587244e-01,-5.301444749586581295e-01,-7.382101937160405747e-01,-7.387140473659342677e-01,-7.711027935270493572e-01,-6.210448411292228688e-01,-1.109434059768485525e+00,-5.116698411292226467e-01,-4.752631850933144442e-01,-1.779507736829671893e-01,-1.117004783841246685e-01,-1.851855953224663398e-01,-3.156449326718638870e-01,-3.474393899125914897e-01,-3.220787562012756289e-01,-3.120533605008267708e-01,-3.160066737538387849e-01,-6.653193656980863624e-01
1.701862597448617342e-01,-3.724770405150012453e-01,-2.810728206945428687e-01,-2.876358374675171969e-01,-3.010073381762342626e-01,-3.205413566028820771e-01,-3.143142422631702293e-01,-3.582916223718402016e-01,-3.515735737065909805e-01,-3.341195665012992588e-01,-1.124497991967870758e-01,-4.906888583746751298e-01,-5.141503514056223745e-01,-3.538215361445783413e-01,-2.979325389794470480e-01,-7.495016832034017140e-01,-1.153023860146468182e+00,-1.037538019725962712e+00,-8.579464918497519133e-01,-8.452338766832033778e-01,-1.126900986298133622e+00,-1.136874704701157590e+00,-1.068143899125915341e+00,-5.795867292700211948e-01,-3.203992440349633375e-01,-2.729207270257500983e-01,-3.424137727380108243e-01,-3.840269164894873355e-01,-3.511084780297660246e-01,-3.407342605716985329e-01,-3.041984112922277439e-01,-6.526842664776753011e-01
-3.805645375620127502e-01,-9.750214091660760474e-01,-6.590405740609495133e-01,-5.952320310654380942e-01,-3.142754842901015477e-01,-1.987508858965272296e-01,-2.336330616583983111e-01,-2.923255522088352709e-01,-3.094178183321520947e-01,-3.348172100165366927e-01,-1.662717044649185127e-01,-5.858913595558704612e-01,-7.338693007323412454e-01,-5.111530681549728561e-01,-2.350283486888730400e-01,-5.376118444365699522e-01,-7.493983286085518225e-01,-5.735146468225844618e-01,-4.261955911882824299e-01,-5.307258445546895187e-01,-8.096282187573824451e-01,-9.018721946609968843e-01,-1.068764026695015357e+00,-8.312293290810297552e-01,-5.489033339239310916e-01,-6.201534077486415830e-01,-6.594669117647058432e-01,-4.759349899598392941e-01,-3.203475667375382807e-01,-3.098958333333332593e-01,-2.991727941176469674e-01,-6.301788034490904966e-01
-4.927301116229626521e-01,-9.556424226317030701e-01,-7.156272147413179630e-01,-8.080391418615637811e-01,-4.428356809591306176e-01,-2.158689906685565818e-01,-2.238918910937869600e-01,-2.765898151429246887e-01,-2.732824681077249962e-01,-3.111619271202457071e-01,-3.640536410347270380e-01,-3.123634242853768894e-01,-8.505437189936215781e-01,-3.895951452870304865e-01,-7.583643397117978413e-03,-3.340808085282304662e-01,-3.201408575478386087e-01,-1.202272324592488228e-01,1.953401842664775900e-02,-1.323326393810535795e-01,-2.629211699740137131e-01,-2.882559650366169901e-01,-5.209200773682967078e-01,-6.792205587054098714e-01,-5.061145316560359264e-01,-8.316815054334987245e-01,-9.105668999527520846e-01,-5.085692032837231258e-01,-2.655308734939758608e-01,-1.893972950626033325e-01,-2.877262727380108798e-01,-6.359020641389085959e-01
-7.880787857311597477e-01,-1.694369389321994213e+00,-1.771148933971179007e+00,-1.639849840538625259e+00,-9.677349102291518124e-01,-6.628905327191116914e-01,-5.357127037562011695e-01,-4.627701984408220115e-01,-4.345285553980627880e-01,-4.393474633829435039e-01,-5.086983965272855457e-01,-1.979240491377273203e-01,-8.357123346326482682e-01,-1.923945783132529896e-01,-1.312603354594846228e-02,-1.441796598157332743e-02,-1.807542670682730779e-01,-8.207646763524684141e-02,2.785406331207181951e-01,4.355104240491383671e-02,-1.554582299787384825e-01,-1.080055516182375219e-01,-3.031261073706590370e-01,-7.757279116465862767e-01,-9.756673753838882579e-01,-1.390054704110559758e+00,-1.404860249822820428e+00,-9.301525956768249559e-01,-5.566678478620363801e-01,-2.772616200094494276e-01,-2.297831030002362440e-01,-6.233703195133475372e-01
